PlayerType,PlayerName,Dribbling,Pace,PlayerNation,Passing,PlayerClub,PlayerRating,PlayerPosition,Defense,Shooting,Physical
WORLDCUP,Renato Sanches,77,79,Portugal,70,UEFA,78,CM,71,73,82
WORLDCUP,Aron Gunnarsson,71,65,Iceland,69,UEFA,78,CM,72,62,79
WORLDCUP,Nolito,80,72,Spain,74,UEFA,78,LW,39,76,66
WORLDCUP,Diego Demme,75,60,Germany,74,UEFA,78,CDM,70,38,76
WORLDCUP,Bruno Alves,68,55,Portugal,68,UEFA,78,CB,76,69,86
WORLDCUP,Artem Dzyuba,69,65,Russia,66,UEFA,78,ST,29,75,84
IF,Kenan Kodro,76,70,Bosnia Herzegovina,70,Grasshopper Club Zürich,78,LW,38,80,79
IF,Johnny Russell,79,87,Scotland,74,Sporting Kansas City,78,RW,45,80,82
SWAP,Clint Dempsey,77,64,United States,71,Seattle Sounders FC,78,CF,37,78,70
SWAP,Bacary Sagna,74,74,France,66,Benevento,78,RB,80,53,77
TOTS,Alan Sheehan,76,72,Republic of Ireland,80,Luton Town,78,CB,79,65,82
MOTM,Kamil Wilczek,76,71,Poland,69,Brøndby IF,78,ST,41,78,83
IF,Trezeguet,80,88,Egypt,78,Kasimpaşa SK,78,LM,24,80,71
WORLDCUP,Divock Origi,75,83,Belgium,68,UEFA,78,ST,31,76,77
WORLDCUP,Rodolfo Pizarro,77,83,Mexico,76,CONCACAF,78,CAM,66,72,72
IF,Fedor Chalov,80,86,Russia,60,CSKA Moscow,78,ST,34,80,67
WORLDCUP,Kevin Mirallas,82,82,Belgium,75,UEFA,78,CF,46,74,65
WORLDCUP,Sébastien Corchia,76,76,France,75,UEFA,78,RB,77,65,69
WORLDCUP,Miguel Layún,76,78,Mexico,75,CONCACAF,78,LB,74,72,70
WORLDCUP,Marco Fabián,82,72,Mexico,77,CONCACAF,78,CM,48,78,68
WORLDCUP,Pablo Zabaleta,73,61,Argentina,70,CONMEBOL,78,RB,80,56,78
WORLDCUP,Yohan Cabaye,75,63,France,78,UEFA,78,CM,73,73,71
WORLDCUP,Eliaquim Mangala,52,70,France,56,UEFA,78,CB,78,42,85
WORLDCUP,Patrice Evra,75,68,France,71,UEFA,78,LB,79,51,71
WORLDCUP,Bacary Sagna,74,70,France,66,UEFA,78,RB,80,53,75
WORLDCUP,Geromel,64,56,Brazil,60,CONMEBOL,78,CB,81,34,72
HERO,Kaan Ayhan,74,73,Turkey,77,Fortuna Düsseldorf,78,CB,77,66,80
WORLDCUP,Ahmed Hegazy,50,54,Egypt,47,CAF,78,CB,78,23,80
WORLDCUP,Romain Saïss,71,68,Morocco,69,CAF,78,CB,78,54,74
WORLDCUP,Keisuke Honda,82,76,Japan,78,AFC,78,RM,48,70,66
WORLDCUP,Christophe Jallet,74,71,France,76,UEFA,78,RB,77,64,73
SWAP,Jesús Navas,81,88,Spain,73,Sevilla FC,78,RM,28,65,50
WORLDCUP,Nordin Amrabat,80,81,Morocco,74,CAF,78,RM,63,75,75
WORLDCUP,Idrissa Gueye,77,76,Senegal,69,CAF,78,CM,82,59,81
WORLDCUP,Nicolás Lodeiro,79,71,Uruguay,78,CONMEBOL,78,RM,43,70,68
IF,Matthias Morys,79,94,Germany,72,VfR Aalen,78,ST,30,72,77
MOTM,Ibrahima Seck,61,56,Senegal,66,KRC Genk,78,CM,80,52,89
WORLDCUP,Cristhian Stuani,72,69,Uruguay,67,CONMEBOL,78,ST,46,77,79
IF,Sean Morrison,55,59,England,48,Cardiff City,78,CB,79,35,84
IF,Teddy Chevalier,81,84,France,72,KV Kortrijk,78,RM,40,81,78
NIF,Aaron Mooy,75,69,Australia,77,Huddersfield Town,78,CM,67,72,77
NIF,James Tarkowski,64,64,England,63,Burnley,78,CB,78,43,79
NIF,Mattia Caldara,58,67,Italy,45,Atalanta,78,CB,80,33,76
NIF,Eric Maxim Choupo-Moting,82,77,Cameroon,70,Stoke City,78,LM,36,74,74
NIF,Karl Toko-Ekambi,78,78,Cameroon,67,Angers SCO,78,ST,23,77,67
NIF,Marcel Halstenberg,70,71,Germany,70,RB Leipzig,78,LB,76,64,78
IF,Aleksandar Bjelica,74,75,Serbia,76,KV Oostende,78,LWB,75,58,81
NIF,Maximilian Philipp,80,80,Germany,70,Borussia Dortmund,78,LW,33,78,65
NIF,Presnel Kimpembe,66,71,France,52,Paris Saint-Germain,78,CB,78,35,74
NIF,Jean-Philippe Gbamin,74,76,Ivory Coast,72,1. FSV Mainz 05,78,CDM,77,54,82
NIF,Karim Rekik,63,67,Netherlands,58,Hertha Berlin,78,CB,78,39,77
NIF,Alfreð Finnbogason,75,68,Iceland,62,FC Augsburg,78,ST,34,82,73
NIF,Lucas Hernández,58,70,France,56,Atlético Madrid,78,CB,79,42,73
NIF,Gabriel Mercado,63,77,Argentina,66,Sevilla FC,78,CB,78,56,81
NIF,Odriozola,66,84,Spain,67,Real Sociedad,78,RB,74,49,64
NIF,Cristian Tello,81,91,Spain,71,Real Betis Balompié,78,RM,28,73,59
NIF,Carlos Soler,77,78,Spain,79,Valencia CF,78,RM,65,72,65
NIF,Theo Bongonda,80,83,Belgium,73,SV Zulte-Waregem,78,LW,27,70,51
NIF,Cristhian Stuani,72,70,Uruguay,68,Girona FC,78,ST,47,78,80
NIF,Adrián,81,66,Spain,67,RC Deportivo de La Coruña,78,ST,28,78,65
NIF,Lucas Alario,75,72,Argentina,59,River Plate,78,ST,30,76,78
NIF,Rafa,82,92,Portugal,71,SL Benfica,78,LM,35,66,45
NIF,Franco Cervi,83,89,Argentina,70,SL Benfica,78,LM,44,68,54
NIF,César Navas,48,45,Spain,56,Rubin Kazan,78,CB,82,39,78
IF,Yamil Asad,80,78,Argentina,80,Atlanta United FC,78,LM,69,77,75
JOURNEY,Alex Hunter,76,79,England,70,The Journey,78,ST,50,78,73
IF,Pascal Stenzel,76,74,Germany,74,Sport-Club Freiburg,78,RWB,76,60,75
IF,Justin Morrow,74,80,United States,72,Toronto FC,78,LM,75,74,80
IF,Youssouf Hadji,76,62,Morocco,78,AS Nancy Lorraine,78,ST,40,80,76
IF,Khalid Boutaïb,76,67,Morocco,63,Evkur Yeni Malatyaspor,78,ST,43,83,78
HERO,Román Torres,50,40,Panama,57,Seattle Sounders FC,78,CB,79,54,85
IF,Tim Cahill,77,68,Australia,70,Melbourne City,78,ST,59,82,82
IF,Kári Árnason,58,40,Iceland,68,Aberdeen,78,CB,79,62,83
IF,Teemu Pukki,81,84,Finland,63,Brøndby IF,78,ST,32,78,74
IF,Isaac Kiese Thelin,76,65,Sweden,72,Waasland-Beveren,78,ST,35,80,83
SCREAM,Jelle Van Damme,65,67,Belgium,68,Royal Antwerp FC,78,CB,75,63,92
IF,Brecht Capon,77,80,Belgium,76,KV Oostende,78,RWB,78,75,76
IF,Ante Budimir,75,70,Croatia,58,Crotone,78,ST,43,81,75
IF,Pablo Maffeo,80,85,Spain,75,Girona FC,78,RWB,80,62,74
IF,Gheorghe Grozav,80,84,Romania,77,Kardemir Karabükspor,78,LM,38,81,77
IF,Melero,78,70,Spain,77,SD Huesca,78,CM,78,76,73
NIF,Darío Benedetto,74,81,Argentina,65,Boca Juniors,78,ST,31,79,72
NIF,Konstantinos Fortounis,78,75,Greece,76,Olympiacos CFP,78,CAM,38,74,66
HERO,Henry Rojas,80,80,Colombia,80,Millonarios FC,78,CM,58,75,74
IF,Kemar Roofe,80,86,England,73,Leeds United,78,LM,58,77,74
NIF,Lisandro López,78,80,Argentina,71,Racing Club,78,ST,46,77,71
IF,Gary Mackay-Steven,82,88,Scotland,71,Aberdeen,78,LM,43,70,67
IF,Matěj Vydra,80,85,Czech Republic,74,Derby County,78,CAM,33,78,70
NIF,Miguel Lopes,73,77,Portugal,72,Akhisar Belediyespor,78,RB,74,50,79
NIF,Nicolás Lodeiro,79,69,Uruguay,78,Seattle Sounders FC,78,RM,37,70,69
NIF,Morales,80,88,Spain,71,Levante UD,78,LM,51,75,60
NIF,Maximiliano Pereira,76,73,Uruguay,71,FC Porto,78,RB,76,62,75
NIF,Rochina,77,73,Spain,76,Rubin Kazan,78,CAM,42,75,72
NIF,Nicolas Lombaerts,58,39,Belgium,65,KV Oostende,78,CB,80,48,75
NIF,Osvaldo Alonso,76,77,Cuba,70,Seattle Sounders FC,78,CDM,73,63,79
NIF,Pablo Batalla,76,72,Argentina,82,Bursaspor,78,CAM,42,71,70
NIF,Salvatore Bocchetti,62,66,Italy,55,Spartak Moscow,78,CB,78,51,77
NIF,Kara Mbodj,63,74,Senegal,52,RSC Anderlecht,78,CB,76,56,88
NIF,André Silva,77,80,Portugal,62,Milan,78,ST,44,74,78
NIF,Omar Al Soma,73,73,Syria,68,Al Ahli,78,ST,40,79,77
NIF,Sergey Ignashevich,52,34,Russia,62,CSKA Moscow,78,CB,82,61,70
NIF,Rogelio Funes Mori,76,77,Argentina,68,Monterrey,78,ST,49,76,79
NIF,Denis Glushakov,76,69,Russia,73,Spartak Moscow,78,CDM,76,76,74
NIF,Danilo,74,78,Brazil,71,Manchester City,78,RB,76,70,79
NIF,Reyes,79,72,Spain,79,Córdoba CF,78,RM,28,72,60
NIF,Mosquera,70,56,Spain,75,RC Deportivo de La Coruña,78,CDM,70,59,75
NIF,Susaeta,78,74,Spain,82,Athletic Club de Bilbao,78,RW,28,71,64
NIF,Sebastian Langkamp,45,60,Germany,48,Hertha Berlin,78,CB,80,29,75
NIF,Emanuele Giaccherini,82,78,Italy,76,Napoli,78,LW,62,70,62
NIF,Jack Cork,74,58,England,74,Burnley,78,CDM,76,59,77
NIF,Marco van Ginkel,76,71,Netherlands,74,PSV,78,CM,65,76,77
NIF,Rodrigo Palacio,82,78,Argentina,71,Bologna,78,ST,38,74,68
NIF,Matías Fernández,86,76,Chile,79,Club Necaxa,78,CM,56,70,59
NIF,Emiliano Sala,74,62,Argentina,64,FC Nantes,78,ST,47,77,82
NIF,James Ward-Prowse,75,66,England,84,Southampton,78,CM,61,66,67
NIF,Ignazio Abate,77,85,Italy,71,Milan,78,RB,74,52,75
NIF,Blerim Džemaili,76,66,Switzerland,76,Montreal Impact,78,CM,67,75,75
NIF,Jimmy Briand,75,75,France,74,En Avant de Guingamp,78,ST,47,76,75
NIF,Clément Lenglet,56,73,France,52,Sevilla FC,78,CB,78,33,75
NIF,Jorge Meré,54,70,Spain,51,1. FC Köln,78,CB,80,30,71
NIF,Capa,76,86,Spain,69,SD Eibar,78,RB,72,63,84
NIF,Gerard Moreno,76,66,Spain,65,RCD Espanyol,78,ST,45,77,63
NIF,Benjamin Mendy,75,82,France,70,Manchester City,78,LB,74,48,79
NIF,Granero,77,57,Spain,82,RCD Espanyol,78,CM,65,72,63
NIF,Jony,77,84,Spain,76,Málaga CF,78,LM,46,72,66
NIF,Etxeita,57,52,Spain,48,Athletic Club de Bilbao,78,CB,78,35,81
NIF,Alfred N'Diaye,67,72,Senegal,64,Wolverhampton Wanderers,78,CDM,76,54,86
NIF,Andros Townsend,79,85,England,73,Crystal Palace,78,LM,33,75,62
NIF,Hilton,68,38,Brazil,68,Montpellier Hérault SC,78,CB,79,51,71
NIF,Germán Pezzella,54,47,Argentina,46,Fiorentina,78,CB,78,51,75
NIF,Hirving Lozano,81,93,Mexico,71,PSV,78,LW,34,72,61
NIF,Christian Pulisic,83,91,United States,70,Borussia Dortmund,78,RM,33,68,56
NIF,Adrián Ramos,74,80,Colombia,65,Granada CF,78,ST,37,74,72
NIF,Lucas Castro,80,78,Argentina,78,Chievo Verona,78,CM,65,67,68
NIF,Nicolas Nkoulou,68,70,Cameroon,65,Torino,78,CB,77,44,74
NIF,Juanfran,74,79,Spain,70,RC Deportivo de La Coruña,78,RB,74,66,76
NIF,Kieran Gibbs,74,79,England,70,West Bromwich Albion,78,LB,77,55,72
NIF,Paul Baysse,64,65,France,66,Málaga CF,78,CB,78,46,80
NIF,Bacary Sagna,74,74,France,66,Benevento,78,RB,80,53,77
NIF,Nicolai Müller,81,87,Germany,70,Hamburger SV,78,RM,45,72,66
NIF,Mathieu Debuchy,73,69,France,73,Arsenal,78,RB,77,65,74
NIF,Kevin Wimmer,65,59,Austria,61,Stoke City,78,CB,79,27,74
NIF,Valentin Eysseric,77,72,France,79,Fiorentina,78,RW,38,77,65
NIF,Takashi Inui,86,83,Japan,73,SD Eibar,78,LM,37,69,58
NIF,Matthias Ginter,64,64,Germany,71,Borussia Mönchengladbach,78,CB,78,58,75
NIF,Thimothée Kolodziejczak,64,71,France,63,Tigres U.A.N.L.,78,CB,76,35,82
NIF,Bruno Peres,80,91,Brazil,71,Roma,78,RM,73,67,75
NIF,Dominique Heintz,53,62,Germany,64,1. FC Köln,78,CB,79,30,77
NIF,Antonio Sanabria,81,80,Paraguay,68,Real Betis Balompié,78,ST,25,75,66
NIF,Romain Hamouma,79,78,France,77,AS Saint-Étienne,78,RW,43,78,65
NIF,Ibrahim Afellay,80,75,Netherlands,78,Stoke City,78,CAM,54,73,65
NIF,Muniain,82,81,Spain,72,Athletic Club de Bilbao,78,LW,43,70,49
NIF,Scott Dann,51,45,England,52,Crystal Palace,78,CB,79,40,77
NIF,Robert Huth,42,30,Germany,48,Leicester City,78,CB,78,54,84
NIF,Jefferson Montero,81,90,Ecuador,73,Getafe CF,78,LM,31,68,65
NIF,Yannick Bolasie,83,87,DR Congo,68,Everton,78,RM,31,68,78
NIF,Niklas Stark,67,77,Germany,66,Hertha Berlin,78,CB,78,54,77
NIF,Senad Lulić,78,77,Bosnia Herzegovina,77,Lazio,78,CM,73,72,78
NIF,Victor Sánchez,72,64,Spain,79,RCD Espanyol,78,RB,79,62,68
NIF,Marco Höger,74,57,Germany,76,1. FC Köln,78,CM,78,71,80
NIF,Enzo Pérez,74,70,Argentina,75,River Plate,78,CM,75,70,80
NIF,Abdoulaye Doucouré,76,66,France,73,Watford,78,CDM,74,71,81
NIF,Fabio Quagliarella,77,71,Italy,71,Sampdoria,78,ST,24,83,68
NIF,Per Ciljan Skjelbred,78,67,Norway,75,Hertha Berlin,78,CDM,72,48,75
NIF,Troy Deeney,70,65,England,65,Watford,78,ST,35,81,85
NIF,Andy Carroll,69,62,England,61,West Ham United,78,ST,49,78,85
NIF,Jesús Navas,81,88,Spain,73,Sevilla FC,78,RM,28,65,50
NIF,Gastón Ramírez,79,71,Uruguay,76,Sampdoria,78,CAM,39,75,62
NIF,Kieran Trippier,75,77,England,77,Tottenham Hotspur,78,RB,76,56,74
NIF,Rodrigo,78,91,Spain,70,Valencia CF,78,ST,32,75,68
NIF,Fontàs,61,31,Spain,67,RC Celta de Vigo,78,CB,79,48,67
NIF,Vincent Koziello,79,76,France,76,OGC Nice,78,CM,73,64,72
NIF,Yeray,63,68,Spain,57,Athletic Club de Bilbao,78,CB,77,49,75
NIF,Alexander Szymanowski,77,88,Argentina,72,CD Leganés,78,LM,39,72,62
NIF,Carles Gil,79,70,Spain,78,RC Deportivo de La Coruña,78,RM,39,69,55
NIF,Nemanja Radoja,70,50,Serbia,67,RC Celta de Vigo,78,CM,76,68,74
NIF,Nacer Chadli,78,76,Belgium,75,West Bromwich Albion,78,RM,45,77,76
NIF,M'Baye Niang,81,89,France,69,Torino,78,LW,26,75,67
NIF,Milan Badelj,73,59,Croatia,76,Fiorentina,78,CM,75,63,74
NIF,Valentin Rongier,79,61,France,74,FC Nantes,78,CM,73,70,59
NIF,Thomas Mangani,73,63,France,76,Angers SCO,78,CM,73,71,74
NIF,Michael Lang,66,74,Switzerland,67,Borussia Mönchengladbach,77,RB,78,69,79
NIF,André Carrillo,78,84,Peru,71,SL Benfica,77,RM,32,73,67
NIF,Ramiro Funes Mori,65,68,Argentina,61,Villarreal CF,77,CB,76,49,78
NIF,Luís Neto,54,58,Portugal,59,Zenit St. Petersburg,77,CB,80,37,69
IF,Chris Pontius,77,78,United States,74,LA Galaxy,77,RM,58,82,81
FUTTIE,Jordan Lukaku,76,89,Belgium,68,Lazio,77,LB,72,60,81
IF,Miguel Ibarra,80,85,United States,72,Minnesota United FC,77,RWB,38,74,72
NIF,Erik Durm,68,83,Germany,65,Huddersfield Town,77,LB,73,53,72
NIF,Loïc Rémy,73,76,France,65,LOSC Lille,77,ST,33,76,69
NIF,Diego Rolán,77,75,Uruguay,72,RC Deportivo de La Coruña,77,ST,31,75,64
NIF,Soualiho Meïté,73,71,France,70,Torino,77,CDM,74,54,82
IF,Simon Thern,83,85,Sweden,78,IFK Norrköping,77,CM,48,80,74
IF,Julián Quiñones,46,40,Colombia,48,Deportes Tolima,77,CB,80,45,86
NIF,André Carrillo,78,84,Peru,71,Al Hilal,77,RM,32,73,67
IF,Khaled Narey,78,86,Germany,74,Hamburger SV,77,RM,72,63,79
NIF,Damien Da Silva,55,57,France,53,Stade Rennais FC,77,CB,78,31,73
IF,Mustapha Yatabaré,71,72,Mali,71,Atiker Konyaspor,77,ST,30,83,80
NIF,Sergi Gómez,63,43,Spain,64,Sevilla FC,77,CB,78,41,73
IF,Juan Angulo,75,80,Colombia,77,Deportivo Cali,77,RB,75,65,80
NIF,Gregoire Defrel,82,89,France,68,Sampdoria,77,ST,25,77,54
NIF,Sergio Álvarez,69,69,Spain,69,SD Eibar,77,CDM,72,66,76
WORLDCUP,Diego Rolán,76,78,Uruguay,72,CONMEBOL,77,ST,39,75,67
IF,Birger Verstraete,75,72,Belgium,70,KAA Gent,77,CDM,76,57,73
WORLDCUP,Albin Ekdal,75,54,Sweden,75,UEFA,77,CM,64,66,77
WORLDCUP,Viktor Vasin,47,67,Russia,59,UEFA,77,CB,77,41,81
WORLDCUP,Maximiliano Pereira,76,73,Uruguay,71,CONMEBOL,77,RB,76,62,75
WORLDCUP,Marko Pjaca,83,84,Croatia,74,UEFA,77,LM,28,67,68
IF,Borja Iglesias,70,66,Spain,65,Real Zaragoza,77,ST,25,81,80
WORLDCUP,Ragnar Sigurðsson,45,61,Iceland,55,UEFA,77,CB,78,40,79
WORLDCUP,Rafa,81,93,Portugal,70,UEFA,77,LM,35,66,44
WORLDCUP,Daniel Torres,70,58,Colombia,70,CONMEBOL,77,CDM,72,61,80
WORLDCUP,Jan Bednarek,53,74,Poland,55,UEFA,77,CB,73,31,80
WORLDCUP,Gastón Pereiro,78,75,Uruguay,71,CONMEBOL,77,CAM,41,76,71
WORLDCUP,Juan Fernando Quintero,84,74,Colombia,77,CONMEBOL,77,CAM,28,70,43
WORLDCUP,Adnan Januzaj,81,80,Belgium,77,UEFA,77,RF,25,71,58
WORLDCUP,Emanuel Mammana,71,79,Argentina,67,CONMEBOL,77,CB,77,42,74
WORLDCUP,Emmanuel Mas,71,80,Argentina,67,CONMEBOL,77,LB,74,63,81
IF,Cristian Techera,78,85,Uruguay,72,Vancouver Whitecaps FC,77,RM,38,80,54
WORLDCUP,Lucas Torreira,78,80,Uruguay,74,CONMEBOL,77,CM,66,57,74
WORLDCUP,Lasse Schøne,76,50,Denmark,81,UEFA,77,CM,59,74,60
WORLDCUP,Kieran Gibbs,74,79,England,69,UEFA,77,LB,76,54,71
WORLDCUP,Sergey Ignashevich,52,34,Russia,62,UEFA,77,CB,81,61,70
WORLDCUP,Daler Kuzyaev,78,80,Russia,73,UEFA,77,CDM,72,69,66
WORLDCUP,John Guidetti,75,67,Sweden,65,UEFA,77,ST,30,79,75
NIF,Vincent Janssen,70,70,Netherlands,56,Tottenham Hotspur,77,ST,26,78,78
WORLDCUP,Mário Rui,75,85,Portugal,71,UEFA,77,LB,73,49,67
IF,Bismark,80,92,Brazil,70,Al Qadisiyah,77,LM,43,78,70
PTG,Jordan Lukaku,76,89,Belgium,68,Lazio,77,LWB,72,60,81
IF,Erhun Oztumer,80,84,England,75,Walsall,77,CAM,24,77,57
NIF,Daler Kuzyaev,77,80,Russia,73,Zenit St. Petersburg,77,CM,73,68,68
NIF,Vladimir Hernández,78,88,Colombia,71,Atlético Nacional,77,CAM,22,70,46
GREEN,Harry Arter,75,68,Republic of Ireland,76,Bournemouth,77,CM,67,74,79
MOTM,Renaud Emond,70,71,Belgium,60,Standard de Liège,77,ST,32,80,67
NIF,Lamine Sané,61,60,Senegal,60,Orlando City Soccer Club,77,CB,77,44,77
NIF,Ivelin Popov,75,79,Bulgaria,74,Rubin Kazan,77,CAM,48,73,70
WORLDCUP,Leander Dendoncker,68,66,Belgium,76,UEFA,77,CB,76,71,83
MOTM,Reziuan Mirzov,80,85,Russia,75,FC Tosno,77,LM,51,78,75
TOTS,Mohamed Eisa,78,90,Sudan,68,Cheltenham Town,77,ST,28,78,76
NIF,Tolgay Arslan,80,74,Germany,77,Beşiktaş JK,77,CM,62,71,70
NIF,Amine Harit,83,81,Morocco,73,FC Schalke 04,77,RW,42,66,45
WORLDCUP,Diego Reyes,70,65,Mexico,62,CONCACAF,77,CB,78,45,68
WORLDCUP,Laurent Ciman,68,67,Belgium,70,UEFA,77,CB,74,57,76
WORLDCUP,Elías Hernández,80,75,Mexico,76,CONCACAF,77,RW,50,73,58
HERO,Julian Green,81,84,United States,72,SpVgg Greuther Fuerth,77,ST,29,80,60
WORLDCUP,Jordan Amavi,74,79,France,70,UEFA,77,LB,73,67,72
HERO,Adam Le Fondre,75,78,England,75,Bolton Wanderers,77,ST,29,82,70
WORLDCUP,Fagner,77,86,Brazil,71,CONMEBOL,77,RB,73,64,72
WORLDCUP,Makoto Hasebe,71,63,Japan,75,AFC,77,CDM,76,51,72
WORLDCUP,Shinji Okazaki,78,74,Japan,68,AFC,77,CF,49,74,76
WORLDCUP,Alireza Jahanbakhsh,78,86,Iran,68,AFC,77,RM,40,74,72
WORLDCUP,Carlos Salcedo,64,68,Mexico,62,CONCACAF,77,CB,76,36,75
WORLDCUP,Kara Mbodj,63,68,Senegal,52,CAF,77,CB,75,56,88
NIF,Alexey Miranchuk,77,73,Russia,73,Lokomotiv Moscow,77,CAM,30,68,64
OTW,Jürgen Locadia,73,80,Netherlands,70,Brighton & Hove Albion,77,ST,36,76,77
WORLDCUP,Cheikhou Kouyaté,69,75,Senegal,62,CAF,77,CDM,77,65,86
TRANSFER,Gálvez,59,43,Spain,60,UD Las Palmas,77,CB,76,37,82
WORLDCUP,Mbark Boussoufa,81,77,Morocco,79,CAF,77,CM,49,71,52
TRANSFER,Soualiho Meïté,73,71,France,70,FC Girondins de Bordeaux,77,CDM,74,54,82
TRANSFER,Juan Fernando Quintero,84,74,Colombia,77,FC Porto,77,CAM,28,70,43
NIF,Castán,58,63,Brazil,47,Cagliari,77,CB,78,33,71
NIF,Carlos Sánchez,70,67,Colombia,70,RCD Espanyol,77,CDM,74,58,84
NIF,Mehdi Carcela-González,83,83,Morocco,71,Standard de Liège,77,RM,33,71,55
NIF,Neven Subotić,46,59,Serbia,50,AS Saint-Étienne,77,CB,80,45,76
NIF,Sandro,78,75,Spain,64,Sevilla FC,77,ST,27,80,66
NIF,Abdul Rahman Baba,76,82,Ghana,66,FC Schalke 04,77,LB,74,50,73
NIF,Aaron Lennon,82,83,England,71,Burnley,77,RM,38,64,62
NIF,Florentin Pogba,57,66,Guinea,61,Gençlerbirliği SK,77,CB,76,45,85
NIF,Henri Saivet,78,74,Senegal,78,Sivasspor,77,CM,64,71,70
NIF,Juan Fernando Quintero,84,74,Colombia,77,River Plate,77,CAM,28,70,43
NIF,Sofiane Hanni,77,75,Algeria,74,Spartak Moscow,77,CAM,46,74,65
NIF,Martin Braithwaite,77,84,Denmark,73,FC Girondins de Bordeaux,77,CAM,34,75,78
NIF,Mauricio Lemos,70,70,Uruguay,57,Sassuolo,77,CB,78,54,74
NIF,Badou Ndiaye,78,85,Senegal,72,Stoke City,77,CM,61,74,75
IF,Henry Martín,82,84,Mexico,73,Club América,77,ST,32,77,62
NIF,Loïc Rémy,73,76,France,65,Getafe CF,77,ST,33,76,69
NIF,Elías Hernández,78,74,Mexico,76,Club León,77,RM,50,71,58
NIF,Ivelin Popov,75,79,Bulgaria,74,Spartak Moscow,77,CAM,48,73,70
NIF,Sofiane Hanni,77,75,Algeria,74,RSC Anderlecht,77,LM,46,74,65
NIF,Mehmet Ekici,78,75,Turkey,78,Fenerbahçe SK,77,CAM,61,74,70
NIF,Michael Lang,66,74,Switzerland,67,FC Basel,77,RB,78,69,79
NIF,Benjamin André,75,71,France,75,Stade Rennais FC,77,CDM,74,64,77
NIF,Simon Terodde,66,70,Germany,54,VfB Stuttgart,77,ST,30,78,77
NIF,Bruno César,79,63,Brazil,81,Sporting CP,77,LM,66,78,71
NIF,Tolgay Arslan,80,74,Turkey,77,Beşiktaş JK,77,CM,62,71,70
NIF,Nicolás Blandi,70,66,Argentina,59,San Lorenzo de Almagro,77,ST,38,78,64
NIF,Jens Toornstra,75,70,Netherlands,78,Feyenoord,77,CAM,51,76,74
NIF,Nemanja Pejčinović,55,53,Serbia,61,Lokomotiv Moscow,77,CB,76,40,78
NIF,Campaña,76,66,Spain,78,Levante UD,77,CDM,73,69,72
NIF,André Carrillo,78,84,Peru,71,Watford,77,RM,32,73,67
NIF,Terence Kongolo,68,81,Netherlands,64,AS Monaco Football Club SA,77,LB,78,42,76
NIF,Sébastien Haller,72,76,France,55,Eintracht Frankfurt,77,ST,35,75,76
NIF,Luís Neto,54,58,Portugal,59,Fenerbahçe SK,77,CB,80,37,69
NIF,Ricardo Ferreira,53,55,Portugal,46,SC Braga,77,CB,79,32,73
NIF,Óscar Duarte,54,65,Costa Rica,52,RCD Espanyol,77,CB,78,31,72
NIF,Soualiho Meïté,73,71,France,70,AS Monaco Football Club SA,77,CDM,74,54,82
NIF,Santiago Arias,75,84,Colombia,65,PSV,77,RB,72,45,72
NIF,Otávio,83,76,Brazil,75,FC Porto,77,LM,37,66,60
NIF,Marcelo,54,70,Brazil,48,Rio Ave FC,77,CB,78,28,73
NIF,Sardar Azmoun,75,82,Iran,64,Rubin Kazan,77,ST,40,75,68
NIF,Roman Zobnin,76,76,Russia,71,Spartak Moscow,77,CDM,75,56,71
NIF,Sebastián Driussi,74,83,Argentina,68,Zenit St. Petersburg,77,ST,25,76,70
NIF,Kenny Tete,64,77,Netherlands,60,Olympique Lyonnais,77,RB,79,40,78
NIF,Badou Ndiaye,78,85,Senegal,72,Galatasaray SK,77,CAM,61,74,75
NIF,Şener Özbayraklı,77,83,Turkey,72,Fenerbahçe SK,77,RB,72,62,76
NIF,Aurélien Chedjou,62,66,Cameroon,66,Medipol Başakşehir FK,77,CB,75,56,79
NIF,Bruno Gaspar,77,84,Portugal,69,Fiorentina,77,RB,72,61,73
NIF,Wes Morgan,57,37,Jamaica,41,Leicester City,77,CB,77,30,82
NIF,Moussa Marega,60,84,Mali,59,FC Porto,77,ST,36,78,88
NIF,Wilson Eduardo,77,80,Portugal,73,SC Braga,77,LM,30,78,68
NIF,Romain Alessandrini,79,89,France,73,LA Galaxy,77,RM,35,75,64
NIF,Paul Verhaegh,72,69,Netherlands,70,VfL Wolfsburg,77,RB,76,51,72
NIF,Dorlan Pabón,78,88,Colombia,71,Monterrey,77,LW,41,79,81
NIF,Vitinho,81,79,Brazil,74,CSKA Moscow,77,ST,39,79,61
NIF,Pedro Henrique,56,51,Brazil,46,Vitória Guimarães,77,CB,77,42,84
NIF,Rúben Neves,73,66,Portugal,78,Wolverhampton Wanderers,77,CDM,72,68,71
NIF,Alper Potuk,80,86,Turkey,73,Fenerbahçe SK,77,CAM,49,68,68
NIF,Amin Younes,85,80,Germany,72,Ajax,77,LW,27,61,56
NIF,Juan Fernando Quintero,84,74,Colombia,77,Independiente Medellín,77,CAM,28,70,43
NIF,Jelle Van Damme,64,64,Belgium,67,Royal Antwerp FC,77,CB,72,61,92
NIF,Aaron Mooy,74,69,Australia,77,Huddersfield Town,77,CM,66,70,76
NIF,André Pinto,51,50,Portugal,54,Sporting CP,77,CB,78,45,80
